,m,r,5,5_alpha
0,0.0,0.0,0.19599999999999995,0.5
1,0.0,1.0,0.1755,0.5
2,0.0,2.0,0.1895,0.5
3,0.0,3.0,0.1765,0.5
4,0.0,4.0,0.1815,0.5
5,0.0,5.0,0.18500000000000005,0.5
6,0.0,6.0,0.1795,0.5
7,0.0,7.0,0.1945,0.5
8,0.0,8.0,0.18200000000000005,0.5
9,0.0,9.0,0.18799999999999994,0.5
10,1.0,0.0,0.16649999999999998,0.9600000000000001
11,1.0,1.0,0.15400000000000003,0.9600000000000001
12,1.0,2.0,0.15800000000000003,0.9600000000000001
13,1.0,3.0,0.15800000000000003,0.9600000000000001
14,1.0,4.0,0.15600000000000003,0.9600000000000001
15,1.0,5.0,0.15700000000000003,0.9600000000000001
16,1.0,6.0,0.15400000000000003,0.9600000000000001
17,1.0,7.0,0.16649999999999998,0.9600000000000001
18,1.0,8.0,0.16149999999999998,0.9600000000000001
19,1.0,9.0,0.15800000000000003,0.9600000000000001
20,2.0,0.0,0.14849999999999997,0.9688888888888889
21,2.0,1.0,0.15700000000000003,0.9688888888888889
22,2.0,2.0,0.15900000000000003,0.9688888888888889
23,2.0,3.0,0.15349999999999997,0.9688888888888889
24,2.0,4.0,0.15449999999999997,0.9688888888888889
25,2.0,5.0,0.15249999999999997,0.9688888888888889
26,2.0,6.0,0.14900000000000002,0.9688888888888889
27,2.0,7.0,0.16249999999999998,0.9688888888888889
28,2.0,8.0,0.14949999999999997,0.9688888888888889
29,2.0,9.0,0.15500000000000003,0.9688888888888889
30,3.0,0.0,0.14400000000000002,0.9723456790123457
31,3.0,1.0,0.15400000000000003,0.9723456790123457
32,3.0,2.0,0.15849999999999997,0.9723456790123457
33,3.0,3.0,0.15000000000000002,0.9723456790123457
34,3.0,4.0,0.14800000000000002,0.9723456790123457
35,3.0,5.0,0.15900000000000003,0.9723456790123457
36,3.0,6.0,0.15100000000000002,0.9723456790123457
37,3.0,7.0,0.14749999999999996,0.9723456790123457
38,3.0,8.0,0.14800000000000002,0.9723456790123457
39,3.0,9.0,0.14849999999999997,0.9723456790123457
40,4.0,0.0,0.15549999999999997,0.9907818930041152
41,4.0,1.0,0.15049999999999997,0.9907818930041152
42,4.0,2.0,0.15449999999999997,0.9907818930041152
43,4.0,3.0,0.14549999999999996,0.9907818930041152
44,4.0,4.0,0.15200000000000002,0.9907818930041152
45,4.0,5.0,0.15349999999999997,0.9907818930041152
46,4.0,6.0,0.15900000000000003,0.9907818930041152
47,4.0,7.0,0.14900000000000002,0.9907818930041152
48,4.0,8.0,0.139,0.9907818930041152
49,4.0,9.0,0.15949999999999998,0.9907818930041152
50,5.0,0.0,0.14949999999999997,0.9907818930041152
51,5.0,1.0,0.14900000000000002,0.9907818930041152
52,5.0,2.0,0.15300000000000002,0.9907818930041152
53,5.0,3.0,0.15600000000000003,0.9907818930041152
54,5.0,4.0,0.15749999999999997,0.9907818930041152
55,5.0,5.0,0.15300000000000002,0.9907818930041152
56,5.0,6.0,0.14800000000000002,0.9907818930041152
57,5.0,7.0,0.14100000000000001,0.9907818930041152
58,5.0,8.0,0.14849999999999997,0.9907818930041152
59,5.0,9.0,0.15300000000000002,0.9907818930041152
60,10.0,0.0,0.16100000000000003,0.9907818930041152
61,10.0,1.0,0.15900000000000003,0.9907818930041152
62,10.0,2.0,0.15900000000000003,0.9907818930041152
63,10.0,3.0,0.15849999999999997,0.9907818930041152
64,10.0,4.0,0.15800000000000003,0.9907818930041152
65,10.0,5.0,0.16300000000000003,0.9907818930041152
66,10.0,6.0,0.16549999999999998,0.9907818930041152
67,10.0,7.0,0.16149999999999998,0.9907818930041152
68,10.0,8.0,0.16549999999999998,0.9907818930041152
69,10.0,9.0,0.15249999999999997,0.9907818930041152
70,20.0,0.0,0.15749999999999997,0.9989757658893461
71,20.0,1.0,0.15649999999999997,0.9989757658893461
72,20.0,2.0,0.15349999999999997,0.9989757658893461
73,20.0,3.0,0.14900000000000002,0.9989757658893461
74,20.0,4.0,0.15800000000000003,0.9989757658893461
75,20.0,5.0,0.15800000000000003,0.9989757658893461
76,20.0,6.0,0.14149999999999996,0.9989757658893461
77,20.0,7.0,0.15249999999999997,0.9989757658893461
78,20.0,8.0,0.16249999999999998,0.9989757658893461
79,20.0,9.0,0.15100000000000002,0.9989757658893461
